"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CXCL12",1860.84525692559,1.1027273570107,0.180550613385919,6.10758023099963,1.01152967706266e-09,1.40060498095245e-07
"CXCL13",214.937441716132,-1.02722121058485,0.329169466515926,-3.12064548834802,0.0018045513304565,0.016247097295249
"CXCL14",157.177100511771,2.29046908284702,0.320128664155222,7.15483909849583,8.3771121723897e-13,2.53527316245822e-10
"CXCL16",3299.6013250749,0.224085894310312,0.151688438826142,1.47727734588361,0.139601308013908,0.32156721868812
"CXCL17",43.1844640492209,-0.635043463245393,0.292359199482946,-2.17213436200572,0.0298455298054414,0.117001767011154
"CXCL2",1815.65989003429,0.669079510880995,0.190763022010755,3.50738578068486,0.000452532576774759,0.00581395274408293
"CXCL3",31.757665173086,0.268882995730852,0.236125711069196,1.13872815676585,0.254816555004475,0.466374835228493
"CXCL5",97.6247231409834,-0.263794692783197,0.391415545083841,-0.673950475642689,0.500342799962432,0.692432859759873
"CXCL6",301.054653244042,0.233148840717714,0.397162327199443,0.587036646606801,0.557179094713147,0.737233097339205
"CXCL8",710.59911937563,0.366401787719414,0.271699720955567,1.34855415541385,0.177480214361284,0.373147180139504
"CXCL9",1481.84204057319,-0.333211836337271,0.221365368646086,-1.50525729645635,0.132257939530919,0.311113085605432
"CXCR1",13.1336567697693,0.589766553421573,0.20283666115184,2.90759347976096,0.00364221468300769,0.0272743033379697
"CXCR2",12.6263863370273,0.629885646412098,0.203409470477423,3.09663874024003,0.00195728245517246,0.0172196963508424
"CXCR3",85.0693046625497,-0.250255935023513,0.181834087653155,-1.3762872421417,0.16873272113774,0.361162449886228
"CXCR4",1177.28618220248,0.385490272987019,0.13492447870367,2.85708180376712,0.00427555631090574,0.0305180796652756
"CXCR5",1.42151312358333,0.145934778901188,0.345961078705882,0.421824268345672,0.673153290584497,0.817127470679549
"CXCR6",135.366757953541,0.179701096369866,0.184556022418374,0.973694025343145,0.330208484726859,0.545199088091407
"CXorf21",30.8989538443663,0.141761510986372,0.14340633903433,0.988530297481731,0.322893003855157,0.537731961848243
"CXorf38",690.695526389399,0.0990344171864989,0.0546934263118658,1.81071883523621,0.0701843857273322,0.20717572375246
"CXorf40A",411.364729404992,-0.104999259692662,0.0742966695558746,-1.41324315504744,0.157584241673295,0.346165715455076
"CXorf40B",544.815050794083,-0.0945400560719985,0.0630737032800403,-1.49888227828087,0.133904174582279,0.313696775243347
"CXorf49",0.0530240945523767,-0.0557492477915599,1.4549454797369,-0.0383170699988298,0.969434880889389,NA
"CXorf49B",0.0747618200345948,-0.0125253922987269,1.10351938285249,-0.0113504053425414,0.99094388127128,NA
"CXorf51A",0,NA,NA,NA,NA,NA
"CXorf51B",0,NA,NA,NA,NA,NA
"CXorf56",660.470181740635,-0.125601564582945,0.0614707014896877,-2.04327527649926,0.0410251955988515,0.144491898380993
"CXorf58",3.39936758133035,-0.0697143718539386,0.142433081879671,-0.489453509914461,0.624520660502003,0.785424172913917
"CXorf65",8.31535303555756,0.160586273055054,0.202371573968838,0.793521886032185,0.427473823171857,0.634042774199803
"CXorf66",4.09848942526743,-0.228902621447622,0.330477319531303,-0.692642453564626,0.488533961175002,0.683276686307019
"CXXC1",1501.52672728693,-0.219228760008653,0.0599378594845881,-3.65760075341068,0.000254587196294768,0.00376342390135609
"CXXC1P1",0.141249191599936,0.00648787233627263,0.712821698777496,0.0091016762640636,0.992738013296064,NA
"CXXC4",92.659639175671,0.409684434996966,0.190202022537765,2.15394363072886,0.0312445927830824,0.120667600486228
"CXXC4-AS1",0.321385595418686,-0.243308221775466,0.472822596512603,-0.514586704548458,0.606841857797262,0.772377390672106
"CXXC5",4655.53780357692,0.0106872015967995,0.0721312099849887,0.148163348417746,0.882213856241483,0.940619390882789
"CXXC5-AS1",0.685056376051209,0.0555808842817606,0.233466215149523,0.238068211480465,0.811828189542935,0.901771193134809
"CYB561",1534.84979661776,-0.40004645541123,0.150970903055435,-2.6498248822446,0.00805335014442423,0.04785791914502
"CYB561A3",1617.28019235095,-0.109425494236145,0.0737535725060617,-1.48366364527157,0.137898175512049,0.319330975141585
"CYB561D1",232.161270446317,-0.208747732558888,0.0930880384440334,-2.24247643465376,0.0249305966755267,0.103579218438516
"CYB561D2",1222.58949066033,-0.169082176200904,0.0792607471961751,-2.13323974580274,0.032905064203538,0.124949594040501
"CYB5A",20571.8470027325,0.0488519965001582,0.116831751191945,0.418139726587667,0.675844960821705,0.818673194294003
"CYB5B",2344.51585832696,-0.16467332645757,0.0859710570129062,-1.91545075958352,0.0554350430583172,0.17707952159084
"CYB5D1",33.1496532037026,0.119340331294606,0.129676782061922,0.920290659569419,0.357420888809746,0.571688909873361
"CYB5D2",1051.5784358697,0.203679441588727,0.105613156668163,1.92854231436987,0.0537877063108343,0.17373701101063
"CYB5R1",3746.26232326576,-0.145939043946845,0.0877278695115092,-1.66354255220684,0.096203880454818,0.252926186080333
"CYB5R2",160.487235428132,-0.210335435365015,0.136792943227568,-1.5376190496545,0.124141786911652,0.29936753053197
"CYB5R3",11819.7462922522,0.0747907928946605,0.0778972536362501,0.960121049246542,0.336994295757746,0.551674843955478
"CYB5R4",441.147341086742,0.0275040892463815,0.0761550346409152,0.361159171892814,0.717980461274344,0.846622290554212
"CYB5RL",102.572729489969,-0.13351600102627,0.0952124331276907,-1.40229586242387,0.160826915458438,0.350526564196195
"CYBA",2483.73923477977,0.0114733035796627,0.191858476461833,0.0598008688031309,0.952314233612316,0.976975856604988
"CYBB",732.0583314091,-0.167474142266462,0.166551454144602,-1.00553995836661,0.314636918702487,0.529224543287987
"CYBC1",2774.58327229949,-0.354317018932302,0.0782492114231027,-4.52805865373477,5.95280600296732e-06,0.000196127830750953
"CYBRD1",992.839532372415,0.517012855693594,0.152577861631076,3.38851816486785,0.000702713742072713,0.00817068640274996
"CYC1",10316.1078376038,-0.19285426819043,0.105806135608013,-1.82271346630511,0.0683467996604949,0.203331968938012
"CYCS",5320.83481474644,0.114683333765697,0.0943479287539449,1.21553631627448,0.224161606436425,0.431944069667359
"CYCSP52",0.328729850642345,0.263941057294792,0.329716835868058,0.80050828038521,0.423416367976503,0.630098044084167
"CYFIP1",3461.97931495633,0.0658740852778115,0.0504368984215829,1.30606931312856,0.191528987453843,0.391878695502062
"CYFIP2",2160.23752345237,0.696649584780854,0.173920996928079,4.0055519292414,6.18728385021809e-05,0.00127755953573948
"CYGB",792.220460388657,0.331980512807182,0.145932516928349,2.27489061242041,0.0229124926360806,0.097671626289059
"CYHR1",3384.17801180768,-0.328844701567011,0.0977406179776073,-3.36446308987273,0.000766927416420289,0.00870238742199455
"CYLC1",0.00782547997430549,0.0716997036371803,2.89608617808373,0.0247574482347145,0.980248432034772,NA
"CYLC2",0.0863800307990376,0.223382204170691,1.10387556146524,0.202361762474551,0.83963391908964,NA
"CYLD",1295.2208225466,0.137396918291587,0.0649052791043559,2.1168835599748,0.034269731264057,0.128450859311579
"CYMP",0.0967081606365813,0.030921898154932,1.35377414050763,0.0228412533743163,0.981776901164884,NA
"CYMP-AS1",0.103135374805049,-0.167553895014279,1.74205968754061,-0.0961814891950269,0.923376432131076,NA
"CYP11A1",410.733558548571,0.0925886179999338,0.239347107338725,0.386838257747991,0.698875952352724,0.834546364387152
"CYP11B1",0.294495159685433,0.760084729953646,0.79190054293727,0.959823473708435,0.337144066146252,0.551834740114993
"CYP11B2",1.62352724807901,2.10238859341888,1.13720238139385,1.84873741720627,0.0644957379765827,0.196144445741301
"CYP17A1",3629.1707439337,0.105230395106419,0.313056415865405,0.336138758937499,0.736766231745384,0.857839660320196
"CYP17A1-AS1",2410.38888095293,0.115271013985341,0.0606648221923418,1.90012942953771,0.057416136471207,0.181514380628337
"CYP19A1",22.6324985343482,-0.0448296566559851,0.345330810712043,-0.12981655637257,0.89671156366976,0.947756659167026
"CYP1A1",2002.31809156445,-0.155504228737649,0.345120010604889,-0.450580157508394,0.652292170352267,0.803419164471674
"CYP1A2",2813.52280926561,-0.10367157509529,0.387134229286439,-0.267792324348008,0.788859179298317,0.888887916250989
"CYP1B1",741.9395567378,0.508480273917074,0.168375743580088,3.01991405119001,0.00252846426397635,0.0210060844832702
"CYP1B1-AS1",24.8926131445562,0.197449988085341,0.141845131953855,1.39201102896908,0.163919058210576,0.354907574603682
"CYP20A1",1034.28967686332,0.0143723354488284,0.0510387737181717,0.281596409980189,0.778252993277612,0.882948088822697
"CYP21A1P",243.083479883488,-0.141985965329233,0.163215566123066,-0.869929068053314,0.384339168922254,0.596150629200319
"CYP21A2",406.038096554352,0.049180069754031,0.178638312486625,0.275305275052424,0.783081712100287,0.885580850416089
"CYP24A1",2.5159088583742,-0.0581951557086368,0.473165507547312,-0.122991119978918,0.902114129808657,0.950573879134364
"CYP26A1",78.4580119797153,0.828183901359029,0.281893458773628,2.93793231301651,0.00330409152250758,0.025458011572632
"CYP26B1",103.229301605955,0.348720102891401,0.26625816297072,1.30970671096288,0.190295072432933,0.390518672063508
"CYP26C1",2.33458361365788,0.41768775058348,0.242197722622042,1.72457340251418,0.0846043801382953,0.233226258065034
"CYP27A1",28282.2060299227,0.0342446629771723,0.14062565925902,0.243516461772433,0.807605334214526,0.899202134090226
"CYP27B1",53.7229516482961,-0.421638321477857,0.178247178352007,-2.36546982328772,0.0180072107348608,0.0829472989755481
"CYP27C1",33.5297804354942,-0.122076860096519,0.22895075964064,-0.53320137608685,0.593894189058996,0.764005853486449
"CYP2A13",116.830261680842,-0.416952986703428,0.335294071718556,-1.24354416577164,0.213667376449178,0.418880897241899
"CYP2A6",37057.8539102851,0.405756422964723,0.30998319648478,1.30896263915597,0.190547006537377,0.390702510016874
"CYP2A7",3197.00417270196,0.182339138706155,0.369178602686054,0.493904948389478,0.621373309693291,0.783002485459615
"CYP2B6",6262.50558232774,0.77254610770745,0.231655583951816,3.33489093821342,0.000853328596768442,0.0093715740396783
"CYP2B7P",3422.75976217166,0.481376586501626,0.29146665476682,1.6515665810442,0.0986229373675404,0.256674069795005
"CYP2C18",2339.5196081718,0.533408863292359,0.176432065186305,3.02331020571062,0.00250025806785902,0.0208207418111609
"CYP2C19",26.9106141296311,1.27331506373099,0.206474779185017,6.16692783862966,6.96295133293745e-10,1.05364374277343e-07
"CYP2C8",14209.7402125933,0.695741280655748,0.219471303398958,3.17007859287654,0.00152397710945336,0.0143427165987425
"CYP2C9",18962.3583234149,0.381710481958839,0.209594809458452,1.82118289544048,0.0685790596400516,0.203793993333496
"CYP2D7",955.342432020495,-0.329066525690071,0.210324120996409,-1.5645686482897,0.117684084893723,0.289731242123593
"CYP2E1",145376.55505809,-0.389719996740849,0.302580005270467,-1.2879899198643,0.197749472107684,0.399897152214708
"CYP2F1",1.21203511879791,-0.652439905720625,0.288847332760799,-2.25877074745545,0.023897649053359,0.100510560888507
"CYP2G1P",6.74526135105227,-0.358352631911879,0.286348200269155,-1.25145760153213,0.210767573124938,0.415984632634906
"CYP2J2",3535.23802811154,-0.0761163140170117,0.143048394393734,-0.532101841056008,0.594655462349326,0.764620024236003
"CYP2R1",468.208861294886,-0.0354429789903278,0.0609297805791365,-0.581702061839759,0.560767382486317,0.739989825236492
"CYP2S1",138.928656969857,-0.54179402711777,0.216916116801505,-2.49771218066546,0.0124997635516904,0.0648719967767175
"CYP2T1P",16.3976518709786,0.0828844526963108,0.178581981787453,0.464125506205656,0.642557828657494,0.797426310797383
"CYP2U1",328.289064687171,0.0876494456940675,0.118041775104288,0.74252903784809,0.457766865066014,0.659925860661701
"CYP2W1",16.0221934070686,-0.931903288477841,0.226594566152798,-4.11264623110793,3.91149550168976e-05,0.000897779330479929
"CYP39A1",742.987620919657,0.224384751453172,0.24728103615519,0.907407842275261,0.364191163841788,0.5782350150632
"CYP3A4",59444.6173443838,-0.241177389195033,0.357377552101791,-0.674853212734354,0.499769028558348,0.691955223188589
"CYP3A43",204.261986574522,0.339908080317036,0.244395036224708,1.39081417351091,0.164281783995237,0.355387480234769
"CYP3A5",13569.3607846468,0.465336240363065,0.174623544064112,2.66479667937686,0.00770348825202863,0.046560004981751
"CYP3A7",7492.49396151768,0.0237740196638765,0.27010116540371,0.0880189451546509,0.929861618525924,0.965359129102798
"CYP46A1",34.3652190659921,0.00334546300812798,0.150126529475067,0.0222842892580395,0.982221181127326,0.992704277200473
"CYP4A11",14904.8245745043,0.369017769133601,0.189457554302325,1.94775959445113,0.0514437355946768,0.168679080416844
"CYP4A22",4087.31692600296,0.340252802140465,0.198658987252407,1.71274809585209,0.0867588927100821,0.236915073738475
"CYP4B1",5.5412013918681,0.618965888110665,0.247506453300656,2.50080706929602,0.012391066072274,0.0645450540302742
"CYP4F11",5264.57722460022,0.0100355009266359,0.153771064326828,0.0652626095199956,0.94796491213098,0.974526379586298
"CYP4F12",1712.0404002281,-0.045381543557003,0.153904748380779,-0.294867728477899,0.76809492536264,0.877580142045493
"CYP4F2",4908.89611109698,0.294596483470911,0.191240876944698,1.54044725258241,0.123451370877113,0.298479185738925
"CYP4F22",1095.8310954396,0.120199785539586,0.251958394749882,0.477062038988255,0.633317945164444,0.790882375249898
"CYP4F29P",4.57340664888689,0.0688776307278156,0.286914958051585,0.240062878546165,0.810281511433788,0.901060046778606
"CYP4F3",9044.05268774023,0.171331115360569,0.132548476049586,1.29259211774321,0.196152167215431,0.397842917378682
"CYP4F30P",0.160729957489552,0.201259980798176,0.901974651181622,0.223132635196031,0.823432279360698,NA
"CYP4F35P",2.43992242829628,-0.376280203894877,0.287904297885057,-1.30696278818701,0.191225349820347,0.391487150748362
"CYP4F62P",0.104017903384748,0.114897606531557,1.12772626540868,0.101884304778446,0.91884850810032,NA
"CYP4F8",0.975429685438269,-0.641371615712719,0.34333561606715,-1.8680602468789,0.0617536737889,0.190540573728204
"CYP4V2",4239.49810872386,0.412265339159161,0.117073719671261,3.52141659389304,0.000429247677887379,0.00560987788775084
"CYP4X1",181.990325744025,0.154857480677573,0.177761113926455,0.871154985795386,0.383669534488941,0.595591638319647
"CYP4Z1",9.29317785702501,0.502579736285287,0.260683389174714,1.92793157199767,0.0538636380718745,0.173842348042758
"CYP4Z2P",1.13572676799286,-0.0359514776554206,0.354144718051312,-0.101516345784413,0.919140582530128,0.959873471403962
"CYP51A1",525.247778031983,0.231445755146965,0.145713812842901,1.58835837613071,0.112205324054655,0.280182672100173
"CYP51A1-AS1",8.97909180398574,-0.133010638611603,0.150509467091951,-0.883736027916057,0.376838726897071,0.58991564540859
"CYP7A1",4297.33825883381,-0.0510478575607738,0.271133189184081,-0.188275945539503,0.850660340821744,0.923324055570338
"CYP7B1",394.795660599194,0.0315533867574129,0.156439704073267,0.201696793945833,0.840153769152507,0.917916503935079
"CYP8B1",17076.4930298015,0.0858755151995187,0.263924465364201,0.325379138614586,0.744894142236778,0.863147334403603
"CYREN",1062.09056826595,-0.07091675789286,0.0669234027190592,-1.05967053394707,0.289294512544917,0.504129657667523
"CYS1",67.3517321861628,1.55687812453843,0.279670990081228,5.56682022717568,2.59429797490368e-08,2.19238535991249e-06
"CYSLTR1",48.840672411876,0.389333484630398,0.115565871490155,3.36893132557362,0.000754602276009917,0.00861328082827053
"CYSLTR2",39.337689781288,0.440350262249409,0.15660746662171,2.81180886038524,0.00492637683900992,0.0338518629044519
"CYSRT1",47.3139335761308,-0.0719232679272017,0.128303274750709,-0.560572347564371,0.575089106823164,0.750837736044546
"CYSTM1",3661.9353853211,-0.0614419036539731,0.0944362253845015,-0.650617953055721,0.515293138279155,0.70518388017653
"CYTH1",2536.0513552021,-0.194853419072895,0.0591000943905083,-3.29700690129844,0.0009772110002343,0.0104019585576555
"CYTH2",1920.75124575688,-0.0849807829638514,0.0666630899208757,-1.27478013792516,0.202387072750864,0.405214075817696
"CYTH3",471.385662182653,0.322787359393751,0.0902082313436216,3.57824729058469,0.000345906097168272,0.00474713979877654
"CYTH4",400.665337958219,-0.188148602015948,0.125115443392099,-1.50379998595624,0.132632874815176,0.311614445265554
"CYTIP",195.098281152513,0.223201095211934,0.16377861296027,1.36282198986554,0.172938619034775,0.366920845693712
"CYTL1",11.8969751676773,-0.17564581817545,0.196244822070717,-0.895034153370711,0.370768831094005,0.584690910132983
"CYTOR",683.898908051309,-0.403319124123722,0.159332733010256,-2.53130111122716,0.0113640245235269,0.0611498246205024
"CYYR1",384.470730552182,0.515330131030864,0.109387893798365,4.71103440368615,2.46462621451195e-06,9.58038648705242e-05
"CYYR1-AS1",0.478203953256906,-0.115583646937831,0.367474595504535,-0.314535068142973,0.7531146863895,0.868379395371554
"CZIB",1304.41015464217,0.0446753967681362,0.0706011549268271,0.632785636643465,0.526873637674706,0.714833129783115
"D21S2088E",0.0145091373646776,0.114764684762929,2.89608617808373,0.0396275102693476,0.968390094637,NA
"D2HGDH",1473.78561487558,-0.00212817231647889,0.0830587851624246,-0.0256224830680725,0.979558453060601,0.991208723160529
"DAAM1",1021.69001261812,0.0967605432402033,0.113781598633715,0.850405903960744,0.395099454844693,0.605832509473424
"DAAM2",384.166190785285,-0.422213968555215,0.171962418150915,-2.45526884941033,0.0140779257913542,0.0704395035167312
"DAB1",237.637113528343,-0.0290481726645853,0.203013460156341,-0.143084959205243,0.886223083526023,0.943164675198372
"DAB1-AS1",0.0728436555303296,0.266624096408068,1.15703226415542,0.230437909700548,0.817751505989802,NA
"DAB2IP",1823.67593201011,0.0453118914050278,0.104339799250658,0.434272365199535,0.664090668955452,0.81173747784628
"DACH1",21.1873854619191,0.886998135792858,0.184079815365281,4.81855185498057,1.44603945173685e-06,6.2747942442758e-05
"DACH2",7.74031901613215,-0.428771919246453,0.352900617142599,-1.21499339592596,0.224368610192697,0.432096661381224
"DACT1",108.904313607517,0.803206804732153,0.178080202605883,4.51036551496835,6.47160189330621e-06,0.000208677147807751
"DACT2",365.409142932496,0.153667092752097,0.298453351005999,0.514878094798164,0.606638208912843,0.772377390672106
"DACT3",82.5006936292189,0.76952075924703,0.170497693459882,4.5133792934747,6.38027686850497e-06,0.00020712509281533
"DACT3-AS1",1.88110355801317,0.44156931935101,0.173050139324518,2.55168427528938,0.0107203616230496,0.058594133380884
"DAD1",5681.60987581907,-0.140439419550162,0.0707260928686332,-1.98568044485384,0.0470688177046905,0.158969352611404
"DAG1",6775.73452077734,-0.0559009521763129,0.0729022902402673,-0.766792812572522,0.443204710398648,0.648163177536612
"DAGLA",202.76195871876,-0.196549773531123,0.185268661995841,-1.06089055436443,0.288739642400676,0.503432660231773
"DAGLB",921.585138856834,-0.072647098141404,0.0604022330870983,-1.20272205891211,0.229083894714462,0.437614274979791
"DALRD3",502.407992833397,-0.132368858850256,0.0667012520976482,-1.98450335919441,0.0471997539816924,0.159263564716984
"DANCR",1170.52766341829,-0.303205863276603,0.152732692109308,-1.98520604259109,0.0471215523083127,0.159086866239299
"DAND5",7.07842515022389,-0.695813457361758,0.218247398524741,-3.18818671867413,0.00143168054672401,0.0136382276025862
"DANT2",2.63310347449289,-0.0914694862523975,0.209984212948488,-0.435601729139686,0.663125716012389,0.811566928841042
"DAO",2707.55067994189,0.0107411582925173,0.180060943431418,0.0596529046656277,0.952432081526012,0.976975856604988
"DAOA",0.0308457793196962,0.0935510141280569,2.89608617808373,0.0323025657302633,0.974230763117164,NA
"DAOA-AS1",0.00668617791157259,0.157510845960675,2.89608617808373,0.0543874858257483,0.956626448962768,NA
"DAP",8405.05389574333,-0.166990401799889,0.0774127926733506,-2.15714219876447,0.0309945864942563,0.119996402573249
"DAP3",5583.50720089323,-0.107132020974667,0.0668057072650071,-1.60363575749138,0.108794364087218,0.273990561482134
"DAPK1",2024.49935645407,0.167523390192679,0.103259694715934,1.62235023697808,0.104728377791443,0.26702018094978
"DAPK1-IT1",0.28517636117777,-0.327397309721476,0.473144401737818,-0.691960654123719,0.488962038333509,0.683649734826781
"DAPK2",590.898496377544,0.160806092251798,0.138213901366523,1.16345816637767,0.244643661679023,0.45579590562423
"DAPK3",1753.71132992466,-0.244485113244461,0.0752621491362541,-3.24844714176108,0.00116036765855431,0.0117058994507015
"DAPL1",4.13316853177702,1.51430786207314,0.452887983111051,3.34366977827676,0.000826780869180995,0.00914090662812585
"DAPP1",52.6022457288881,0.0167876219620681,0.162004976641114,0.103624112728693,0.91746765148467,0.959083480885335
"DARS",2326.55113848791,-0.0311159240494542,0.0620133971652279,-0.501761320486108,0.615835424284859,0.778777192989284
"DARS-AS1",42.0015875708867,0.00511001441626738,0.120186752802991,0.04251728495106,0.966086332811021,0.983826321232585
"DARS2",1388.48390496546,-0.237563297911137,0.0772606285157701,-3.07482999394248,0.00210622574082989,0.0182198416984407
"DAW1",0.470708990755081,-0.572172767089039,0.386451776502284,-1.4805799892232,0.138718531010992,0.320439655377588
"DAXX",2404.54855379728,-0.180895328838325,0.059632059602914,-3.03352475233783,0.00241714881179977,0.0203221107984985
"DAZ1",0.0147886433493187,0.0289535424394351,2.89608617808373,0.00999747267831405,0.992023303780893,NA
"DAZ2",0.0700967875185675,-0.0769627043820761,1.53226283558946,-0.050228134882922,0.959940591450303,NA
"DAZ3",0.00205971392863487,0.071540293673179,2.89608617808373,0.0247024049955984,0.980292336757991,NA
"DAZ4",0.0108877725087942,0.00742105187656001,2.89608617808373,0.00256244166099723,0.997955469598167,NA
"DAZAP1",3615.87751651216,-0.19647670259173,0.0506009091689504,-3.88286901991658,0.000103231181235008,0.00189019237205155
"DAZAP2",7822.31930257587,-0.0410140363104467,0.0474064932373386,-0.865156511474318,0.386952891024674,0.59849580173452
"DAZL",0.752484613239262,-0.0941285464307285,0.393529502233464,-0.239190571218943,0.810957813578029,0.901349726018889
"DBET",5.96542496865581,-0.0779702419061346,0.307809508740749,-0.253306800771397,0.800031141194113,0.895144170603005
"DBF4",243.447526076157,-0.192536056850674,0.0796800540946455,-2.41636453486811,0.0156763581784155,0.0756672699953823
"DBF4B",202.702187956072,-0.412654564978137,0.0913820335273195,-4.51570783719505,6.31056191458157e-06,0.00020584362880611
"DBH",225.336583356137,0.743856496529784,0.192881095326262,3.85655470937439,0.000114996369617877,0.00206457465284298
"DBH-AS1",793.711504560939,0.206203652161436,0.152593525038486,1.35132635614406,0.176590912850922,0.371950535767229
"DBI",9412.85965157486,-0.128016019825495,0.0881033004453216,-1.45302184116182,0.146217689913968,0.331349530286948
"DBIL5P",6.76740297580311,-0.0550065045293309,0.128172176816578,-0.429161038655437,0.667806034515835,0.813691145886666
"DBIL5P2",1.94054460874071,-0.270968971039107,0.215186019256186,-1.25923130125155,0.207946798725454,0.412486229494265
"DBN1",1071.03892825241,-0.281421168501717,0.163586271857577,-1.72032264875337,0.0853738087135522,0.234565408398839
"DBNDD1",1724.16447210224,-0.110119568263959,0.173062074117325,-0.636300985213576,0.524580262931234,0.712980873176249
"DBNDD2",36.051756916732,-0.195369124065942,0.129623605109066,-1.50720328987577,0.131758557257896,0.310319246815548
"DBNL",3812.72327494804,-0.0530631482933522,0.0615813275607008,-0.861675939692073,0.388865869263773,0.600052694322459
"DBP",1031.69120661274,-0.354995032854279,0.110439506981293,-3.21438444047393,0.00130724521670582,0.0127916812544632
"DBR1",382.743564082948,-0.0676195555334043,0.0579655642493116,-1.16654700785057,0.243393354370246,0.454490560772174
"DBT",1516.23039464027,0.00035685681323499,0.0890855338751174,0.00400577734354988,0.996803860651246,0.998218147560718
"DBX1",0.229895603142967,-0.470504388672734,0.720515977740643,-0.653010347040628,0.513749607973673,NA
"DBX2",0.0863826198450819,-0.076805095196124,0.888722732508318,-0.0864218865870016,0.93113104903712,NA
"DCAF1",1078.72732047936,0.00775544491216972,0.0547437428039086,0.141668152649877,0.887342131676063,0.9434675059493
"DCAF10",1489.69328276031,-0.0176493635305685,0.053358246465025,-0.33077105601919,0.740817425320979,0.860758907224535
"DCAF11",6740.23859831559,-0.0593778838527953,0.0950707784511658,-0.624565032706611,0.532256575472813,0.719123440777521
"DCAF12",1608.64705141703,-0.0227585706162779,0.0551722024002261,-0.412500672914676,0.679972487580067,0.821703596604578
"DCAF12L1",1.08135160013663,0.0325086040753502,0.741855635676788,0.0438206606676148,0.96504735807049,0.98324091188012
"DCAF12L2",0.940912544220536,-0.466907053955594,0.520542861810117,-0.896961783957594,0.369739309718345,0.583828026089928
"DCAF13",1688.6992203821,-0.253449511784795,0.0982771658238993,-2.57892573173046,0.00991080919118238,0.0554570767868988
"DCAF15",808.38275790496,-0.0908846460199825,0.0604102786066909,-1.50445666062392,0.132463824502148,0.311320847800977
"DCAF16",542.162674142399,-0.0716713410286484,0.0911440451393908,-0.786352426195678,0.431661046407265,0.637942019946696
"DCAF17",365.355583296355,0.0555068043657846,0.0682704870250132,0.813042454867033,0.416193717500273,0.624570652776317
"DCAF4",387.734827172321,-0.0734563296158996,0.0695315132752044,-1.05644658307897,0.290764233163859,0.505734013101507
"DCAF4L1",19.2747016221272,-0.440825273772022,0.177096198396548,-2.48918541314445,0.0128036173367905,0.0659641617898605
"DCAF4L2",472.644241690071,-0.547329594624259,0.574284953011416,-0.953062746558465,0.34055827986955,0.555705704308436
"DCAF5",1786.46991709484,0.0277897608321513,0.0540540181256079,0.514110917112118,0.607174445130845,0.772377390672106
"DCAF6",5149.43461875258,0.0154968622849882,0.0651709143334408,0.237788013924432,0.812045515571654,0.90187073380789
"DCAF7",2621.99352671528,-0.139510715823132,0.0624414231801363,-2.23426547182724,0.0254656107859391,0.105286683157713
"DCAF8",4329.89540357241,-0.0455660815328434,0.0654715726977836,-0.6959674199851,0.486449233341777,0.681440653861373
"DCAF8L1",15.5988958345131,-1.26504280889909,0.644545643765335,-1.96268925426121,0.0496822924972636,0.164692068420556
"DCAF8L2",26.3696676516977,-1.35811333254836,0.559204750944617,-2.42865127711131,0.0151551012383893,0.0739771474044418
"DCAKD",1216.81919954429,-0.13752743217511,0.0752117908616671,-1.82853553411667,0.0674692177414202,0.201912046595845
"DCANP1",0.0759991243994705,0.158621291048815,1.61999703825456,0.0979145562017316,0.922000141352028,NA
"DCBLD1",477.514809933154,0.133907799443027,0.0808866568588763,1.65549924602097,0.0978232692384254,0.255408671286177
"DCBLD2",970.606515709949,0.13773131371979,0.078730643144475,1.7493990677435,0.0802220619120319,0.225907800293287
"DCC",13.0487649613285,0.322431950307902,0.338835982177169,0.951587101925056,0.341306425364589,0.556283783762796
"DCD",0.108963844967488,0.224897686102757,1.41932818820104,0.158453617685004,0.874099366578592,NA
"DCDC1",85.7927748205371,-0.391679626935191,0.275669403461032,-1.42083097368678,0.155365903831841,0.343456363863491
"DCDC2",1212.38598179682,0.273535187345138,0.257784039290196,1.06110210740088,0.288643500255917,0.50333043620776
"DCDC2B",2.21068447750248,-0.0417614201161274,0.188557021359508,-0.221478997785523,0.824719487904044,0.909320409662078
"DCDC2C",0.0765116306822598,0.094819046203067,1.00896649114166,0.0939764075770027,0.925127897807109,NA
"DCHS1",328.530774908102,0.543998813457106,0.121001022643285,4.4958199655951,6.93023570252442e-06,0.000218838474140588
"DCHS2",7.79595755430737,-0.717581686094556,0.329448313330351,-2.17813130940211,0.0293962622224487,0.115840739431283
"DCK",476.307526033721,-0.0167121739546366,0.0928077015756452,-0.18007313693697,0.857095151475507,0.927009398991158
"DCLK1",51.0428220003843,1.29562854538464,0.18973746824909,6.82853290570801,8.57873944114371e-12,2.01933994511811e-09
"DCLK2",73.9764210672167,0.31561780780911,0.124596063559565,2.53312824492424,0.0113049584005706,0.0609414704153695
"DCLK3",9.52676457311436,-0.125410333849105,0.169412131418515,-0.740267729347504,0.459137557993014,0.660699046948912
"DCLRE1A",512.301639014826,-0.014885556618617,0.0716409703682586,-0.207779941311518,0.835400795323531,0.915191118467732
"DCLRE1B",221.916801018576,-0.165967616431276,0.0733136664168467,-2.26380188773561,0.0235863023746491,0.0994455620679563
